#,Thermostat,identifier,5.22688E+11,,,,,,,,,,,,,,,,,,,,,,,,,
#,Thermostat,name,1575 APT D,,,,,,,,,,,,,,,,,,,,,,,,,
#,Start,date,1/1/2024,,,,,,,,,,,,,,,,,,,,,,,,,
#,End,date,2/1/2024,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Living Room (F),Living Room2,Main Bedroom 3 (F),Main Bedroom 32,Bedroom 1 (F),Bedroom 12,Kitchen (F),Kitchen2,Bedroom 2 (F),Bedroom 22
1/1/2024,0:00:00,heat,compressorHeatOff,home,Home,74,68,68.2,57,50.3,0,0,0,0,,69.4,57,0,69,0,67.3,0,67.9,0,68.4,0,67.6,0
1/1/2024,0:05:00,heat,compressorHeatOff,home,Home,74,68,68.2,57,50.3,0,0,0,0,,69.4,57,1,68.9,1,67.3,1,67.8,0,68.4,1,67.6,1
1/1/2024,0:10:00,heat,compressorHeatOff,home,Home,73.7,68.3,68.1,58,50.3,0,0,30,30,,69.2,58,1,68.9,1,67.3,1,67.8,0,68.4,1,67.5,1
1/1/2024,0:15:00,heat,compressorHeatStage1On,hold,Home,71,71,68.1,57,50.3,0,0,300,300,,69.1,57,1,68.9,1,67.3,1,67.7,0,68.4,1,67.5,1
1/1/2024,0:20:00,heat,compressorHeatStage1On,hold,Home,71,71,68.9,54,50.3,0,0,300,300,,70.4,54,0,69.6,1,68.1,1,68.2,0,68.8,1,68.2,1
1/1/2024,0:25:00,heat,compressorHeatStage1On,hold,Home,71,71,70.4,54,50.3,0,0,195,240,,71.5,54,0,71,0,69.7,0,69.7,0,70.2,1,70,0
1/1/2024,0:30:00,heat,compressorHeatOff,hold,Home,71,71,71.1,54,50.3,0,0,0,0,,71.9,54,0,71.8,0,70.5,1,70.7,0,71,0,70.9,0
1/1/2024,0:35:00,heat,compressorHeatOff,hold,Home,71,71,71.1,54,50.3,0,0,0,0,,71.4,54,1,71.8,1,70.6,1,70.9,0,71,1,71.1,1
1/1/2024,0:40:00,heat,compressorHeatOff,hold,Home,71,71,70.8,55,50.3,0,0,0,0,,71.2,55,0,71.5,1,70.2,1,70.5,0,70.7,1,70.7,1
1/1/2024,0:45:00,heat,compressorHeatOff,hold,Home,71,71,70.5,56,50.3,0,0,0,0,,71,56,0,71.2,1,69.9,1,70.1,0,70.5,1,70.3,1
1/1/2024,0:50:00,heat,compressorHeatOff,hold,Home,71,71,70.3,55,50.3,0,0,0,0,,70.8,55,0,71,1,69.7,0,69.8,0,70.3,1,69.9,0
1/1/2024,0:55:00,heat,compressorHeatOff,hold,Home,71,71,70.1,55,50.3,0,0,0,0,,70.8,55,0,70.8,1,69.4,0,69.6,0,70.1,1,69.6,0
1/1/2024,1:00:00,heat,compressorHeatStage1On,hold,Home,71,71,69.9,56,48.7,0,0,300,300,,70.6,56,0,70.7,0,69.3,0,69.5,0,69.9,0,69.5,0
1/1/2024,1:05:00,heat,compressorHeatStage1On,hold,Home,71,71,70.4,55,48.7,0,0,210,255,,71.5,55,0,71.1,0,69.7,0,69.8,0,70.1,0,69.8,0
1/1/2024,1:10:00,heat,compressorHeatOff,hold,Home,71,71,71.2,54,48.7,0,0,0,0,,72.1,54,1,72,1,70.8,1,70.6,0,70.9,1,70.7,1
1/1/2024,1:15:00,heat,compressorHeatOff,hold,Home,71,71,71.2,54,48.7,0,0,0,0,,71.8,54,0,71.9,1,70.7,1,70.8,0,71,1,70.8,1
1/1/2024,1:20:00,heat,compressorHeatOff,hold,Home,71.7,71.7,70.9,55,48.7,0,0,225,225,,71.4,55,1,71.6,0,70.6,1,70.5,0,70.7,0,70.5,1
1/1/2024,1:25:00,heat,compressorHeatStage1On,hold,Home,72,72,71,57,48.7,0,0,270,300,,71.2,57,0,71.8,0,70.8,1,70.6,0,70.7,0,70.7,0
1/1/2024,1:30:00,heat,compressorHeatOff,hold,Home,72,72,71.6,55,48.7,0,0,0,15,,71.3,55,0,72.5,0,71.6,0,71.3,0,71.3,0,71.7,0
1/1/2024,1:35:00,heat,compressorHeatOff,hold,Home,72,72,71.9,54,48.7,0,0,0,0,,71.5,54,0,72.6,0,71.9,0,71.6,0,71.5,0,72.2,0
1/1/2024,1:40:00,heat,compressorHeatOff,hold,Home,72,72,71.7,54,48.7,0,0,0,0,,71.5,54,0,72.4,0,71.6,0,71.3,0,71.2,0,72,0
1/1/2024,1:45:00,heat,compressorHeatOff,hold,Home,72,72,71.4,54,48.7,0,0,195,195,,71.3,54,1,72.1,1,71.2,0,71,0,70.9,0,71.8,1
1/1/2024,1:50:00,heat,compressorHeatStage1On,hold,Home,72,72,71.4,56,48.7,0,0,195,240,,71.3,56,0,72.1,1,71.3,0,70.8,0,70.9,0,71.9,1
1/1/2024,1:55:00,heat,compressorHeatOff,hold,Home,72,72,72,54,48.7,0,0,0,0,,71.7,54,0,72.5,1,72,0,71.4,0,71.4,0,72.4,1
1/1/2024,2:00:00,heat,compressorHeatOff,hold,Home,72,72,71.9,54,48,0,0,0,0,,71.7,54,0,72.5,0,71.9,0,71.4,0,71.3,0,72.4,0
1/1/2024,2:05:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,48,0,0,0,0,,71.6,54,1,72.3,1,71.6,0,71.2,0,71,0,72,0
1/1/2024,2:10:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,48,0,0,0,0,,71.5,54,1,72.1,1,71.2,0,70.9,0,70.8,1,71.9,0
1/1/2024,2:15:00,heat,compressorHeatOff,hold,Home,72,72,71.4,54,48,0,0,270,270,,71.3,54,0,71.9,1,71.1,0,70.7,0,70.6,1,71.7,0
1/1/2024,2:20:00,heat,compressorHeatStage1On,hold,Home,72,72,71.6,55,48,0,0,120,165,,71.6,55,0,72,0,71.3,0,70.8,0,70.6,1,71.8,0
1/1/2024,2:25:00,heat,compressorHeatOff,hold,Home,72,72,72,54,48,0,0,0,0,,71.9,54,0,72.5,0,71.9,0,71.2,0,71,1,72.4,0
1/1/2024,2:30:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,47.4,0,0,0,0,,71.7,54,0,72.4,1,71.8,0,71.2,0,71,1,72.3,0
1/1/2024,2:35:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,47.4,0,0,0,0,,71.6,54,0,72.2,0,71.5,0,70.9,0,70.9,1,72,0
1/1/2024,2:40:00,heat,compressorHeatOff,hold,Home,72,72,71.4,54,47.4,0,0,195,195,,71.5,54,0,72,0,71.3,0,70.8,0,70.7,0,71.9,0
1/1/2024,2:45:00,heat,compressorHeatStage1On,hold,Home,72,72,71.4,55,47.4,0,0,195,240,,71.5,55,0,72.1,0,71.4,0,70.7,0,70.7,0,71.9,0
1/1/2024,2:50:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,47.4,0,0,0,0,,71.9,54,0,72.5,0,72.1,0,71.3,0,71,0,72.4,0
1/1/2024,2:55:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,47.4,0,0,0,0,,72,54,0,72.6,0,72,0,71.3,0,71.1,0,72.4,0
1/1/2024,3:00:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,46.8,0,0,0,0,,71.9,54,0,72.3,1,71.7,1,71.1,0,70.9,0,72,0
1/1/2024,3:05:00,heat,compressorHeatOff,hold,Home,72,72,71.4,54,46.8,0,0,270,270,,71.5,54,0,72.2,1,71.6,1,70.8,0,70.7,0,71.7,0
1/1/2024,3:10:00,heat,compressorHeatStage1On,hold,Home,72,72,71.6,55,46.8,0,0,195,240,,71.7,55,0,72.3,1,71.9,1,71,0,70.7,0,71.7,0
1/1/2024,3:15:00,heat,compressorHeatOff,hold,Home,72,72,72.3,53,46.8,0,0,0,0,,72.1,53,0,73,0,72.7,0,71.6,0,71.3,0,72.5,0
1/1/2024,3:20:00,heat,compressorHeatOff,hold,Home,72,72,72.4,52,46.8,0,0,0,0,,72.2,52,0,72.9,0,72.8,0,71.7,0,71.3,0,72.3,0
1/1/2024,3:25:00,heat,compressorHeatOff,hold,Home,72,72,72.3,52,46.8,0,0,0,0,,72.1,52,0,72.7,0,72.4,0,71.4,0,71.1,0,72.1,0
1/1/2024,3:30:00,heat,compressorHeatOff,hold,Home,72,72,72.2,53,46.8,0,0,0,0,,71.9,53,1,72.5,1,72.2,0,71.1,0,70.9,0,71.7,1
1/1/2024,3:35:00,heat,compressorHeatOff,hold,Home,72,72,72.1,54,46.8,0,0,0,0,,71.8,54,1,72.3,1,72.1,0,70.9,0,70.7,0,71.5,1
1/1/2024,3:40:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,46.8,0,0,0,0,,71.6,54,1,72.1,1,71.9,0,70.7,0,70.5,0,71.3,1
1/1/2024,3:45:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,46.8,0,0,0,0,,71.5,54,0,72,0,71.7,0,70.4,0,70.3,0,71.2,1
1/1/2024,3:50:00,heat,compressorHeatOff,hold,Home,72,72,71.5,54,46.8,0,0,270,270,,71.3,54,0,71.8,0,71.7,0,70.2,0,70.1,0,71.2,1
1/1/2024,3:55:00,heat,compressorHeatStage1On,hold,Home,72,72,71.6,55,46.8,0,0,120,165,,71.4,55,0,71.9,0,72,0,70.4,0,70.1,0,71.3,0
1/1/2024,4:00:00,heat,compressorHeatOff,hold,Home,72,72,72.1,54,44.9,0,0,0,0,,71.5,54,0,72.4,0,72.6,0,71.1,0,70.7,0,72.3,0
1/1/2024,4:05:00,heat,compressorHeatOff,hold,Home,72,72,72,54,44.9,0,0,0,0,,71.5,54,0,72.3,0,72.5,0,71,0,70.6,0,72.2,0
1/1/2024,4:10:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,44.9,0,0,0,0,,71.5,54,0,72.1,0,72.2,0,70.8,0,70.5,0,72,0
1/1/2024,4:15:00,heat,compressorHeatOff,hold,Home,72,72,71.7,54,44.9,0,0,0,0,,71.4,54,0,71.9,0,72.1,0,70.6,0,70.3,0,72,0
1/1/2024,4:20:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,44.9,0,0,105,105,,71.4,54,0,71.7,0,72,0,70.3,0,70.1,0,71.9,0
1/1/2024,4:25:00,heat,compressorHeatStage1On,hold,Home,72,72,71.3,55,44.9,0,0,300,300,,71.1,55,0,71.7,0,71.8,0,70.2,0,70.1,0,71.9,0
1/1/2024,4:30:00,heat,compressorHeatStage1On,hold,Home,72,72,71.8,54,44.9,0,0,60,105,,71.5,54,0,72.2,0,72.6,0,70.8,0,70.5,0,72.5,0
1/1/2024,4:35:00,heat,compressorHeatOff,hold,Home,72,72,72.1,54,44.9,0,0,0,0,,71.6,54,0,72.5,0,73,0,71.3,0,70.9,0,73,0
1/1/2024,4:40:00,heat,compressorHeatOff,hold,Home,72,72,71.9,54,44.9,0,0,0,0,,71.5,54,0,72.2,0,72.8,0,71.1,0,70.7,0,72.9,0
1/1/2024,4:45:00,heat,compressorHeatOff,hold,Home,72,72,71.7,54,44.9,0,0,0,0,,71.4,54,0,72.1,0,72.6,0,70.9,0,70.5,0,72.7,0
1/1/2024,4:50:00,heat,compressorHeatOff,hold,Home,72,72,71.4,54,44.9,0,0,285,285,,71.2,54,0,71.9,0,72.3,0,70.6,0,70.4,0,72.6,0
1/1/2024,4:55:00,heat,compressorHeatStage1On,hold,Home,72,72,71.7,55,44.9,0,0,105,150,,71.4,55,0,72.1,0,72.7,0,70.9,0,70.4,0,72.8,1
1/1/2024,5:00:00,heat,compressorHeatOff,hold,Home,72,72,72.3,54,46.5,0,0,0,0,,71.4,54,0,72.6,0,73.4,0,71.5,0,71,0,73.6,1
1/1/2024,5:05:00,heat,compressorHeatOff,hold,Home,72,72,72.2,54,46.5,0,0,0,0,,71.5,54,0,72.4,0,73.2,0,71.4,0,70.9,0,73.4,1
1/1/2024,5:10:00,heat,compressorHeatOff,hold,Home,72,72,72.1,54,46.5,0,0,0,0,,71.5,54,0,72.2,0,72.9,0,71.2,0,70.7,0,73.2,0
1/1/2024,5:15:00,heat,compressorHeatOff,hold,Home,72,72,72.2,54,46.5,0,0,0,0,,71.5,54,0,72,0,72.6,1,70.9,0,70.5,0,73.1,1
1/1/2024,5:20:00,heat,compressorHeatOff,hold,Home,72,72,72.3,54,46.5,0,0,0,0,,71.4,54,0,71.8,0,72.4,1,70.7,0,70.3,0,72.9,1
1/1/2024,5:25:00,heat,compressorHeatOff,hold,Home,72,72,72.5,54,46.5,0,0,0,0,,71.4,54,0,71.6,0,72.3,0,70.4,0,70.2,0,72.8,1
1/1/2024,5:30:00,heat,compressorHeatOff,hold,Home,72,72,72.3,54,46.5,0,0,0,0,,71.3,54,0,71.5,0,72,0,70.3,0,69.9,0,72.7,0
1/1/2024,5:35:00,heat,compressorHeatOff,hold,Home,72,72,72.2,54,46.5,0,0,0,0,,71,54,0,71.4,0,71.9,0,70.1,0,69.8,0,72.6,0
1/1/2024,5:40:00,heat,compressorHeatOff,hold,Home,72,72,72.1,54,46.5,0,0,0,0,,70.9,54,0,71.1,0,71.8,0,69.9,0,69.6,0,72.5,0
1/1/2024,5:45:00,heat,compressorHeatOff,hold,Home,72,72,72,54,46.5,0,0,0,0,,70.8,54,0,71,0,71.7,1,69.8,0,69.6,0,72.4,0
1/1/2024,5:50:00,heat,compressorHeatOff,hold,Home,72,72,71.9,54,46.5,0,0,0,0,,70.8,54,0,70.8,0,71.5,1,69.7,0,69.5,0,72.4,0
1/1/2024,5:55:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,46.5,0,0,0,0,,70.7,54,0,70.7,0,71.4,1,69.6,0,69.2,0,72.3,0
1/1/2024,6:00:00,heat,compressorHeatOff,hold,Home,72,72,71.7,54,46.1,0,0,0,0,,70.8,54,0,70.6,0,71.3,0,69.5,0,69.2,0,72.3,0
1/1/2024,6:05:00,heat,compressorHeatOff,hold,Home,72,72,71.5,54,46.1,0,0,165,165,,70.7,54,0,70.5,0,71.2,0,69.4,0,69.2,0,72.2,0
1/1/2024,6:10:00,heat,compressorHeatStage1On,hold,Home,72,72,71.5,55,46.1,0,0,285,300,,70.5,55,0,70.5,0,71.2,0,69.5,0,69.2,0,72.3,0
1/1/2024,6:15:00,heat,compressorHeatOff,hold,Home,72,72,72.2,54,46.1,0,0,0,30,,70.8,54,0,71.2,0,72.1,0,70.3,0,69.7,0,73.1,0
1/1/2024,6:20:00,heat,compressorHeatOff,hold,Home,72,72,72.5,54,46.1,0,0,0,0,,71.2,54,0,71.5,0,72.4,0,70.6,0,70.2,0,73.4,0
1/1/2024,6:25:00,heat,compressorHeatOff,hold,Home,72,72,72.1,54,46.1,0,0,0,0,,71.1,54,0,71.4,0,72.2,0,70.5,0,70,0,73.4,0
1/1/2024,6:30:00,heat,compressorHeatOff,hold,Home,72,72,71.5,54,47.6,0,0,105,105,,70.8,54,0,71.2,0,72,0,70.2,0,69.9,0,73.2,0
1/1/2024,6:35:00,heat,compressorHeatStage1On,hold,Home,72,72,71.2,55,47.6,0,0,300,300,,70.5,55,0,71,0,71.9,0,70.2,0,69.8,0,73,0
1/1/2024,6:40:00,heat,compressorHeatStage1On,hold,Home,72,72,71.8,54,47.6,0,0,60,105,,71,54,0,71.7,0,72.7,0,70.9,0,70.2,0,73.6,0
1/1/2024,6:45:00,heat,compressorHeatOff,hold,Home,72,72,72.2,54,47.6,0,0,0,0,,71.3,54,0,72.2,0,73.2,0,71.4,0,70.7,0,74.2,0
1/1/2024,6:50:00,heat,compressorHeatOff,hold,Home,72,72,72,54,47.6,0,0,0,0,,71.4,54,0,72,0,72.9,0,71.2,0,70.5,0,74.1,0
1/1/2024,6:55:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,47.6,0,0,0,0,,71.4,54,0,71.8,0,72.6,0,71,0,70.3,0,73.9,0
1/1/2024,7:00:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,47.7,0,0,45,45,,71.3,54,0,71.6,0,72.3,0,70.7,0,70.1,0,73.7,0
1/1/2024,7:05:00,heat,compressorHeatStage1On,hold,Home,72,72,71.4,54,47.7,0,0,300,300,,70.8,54,0,71.5,0,72.3,0,70.6,0,70.1,0,73.5,0
1/1/2024,7:10:00,heat,compressorHeatStage1On,hold,Home,72,72,71.7,54,47.7,0,0,45,90,,71,54,0,71.9,0,72.7,1,70.9,0,70.3,0,73.9,0
1/1/2024,7:15:00,heat,compressorHeatOff,hold,Home,72,72,72.2,54,47.7,0,0,0,0,,71.4,54,0,72.2,0,73.2,1,71.5,0,70.7,0,74.4,0
1/1/2024,7:20:00,heat,compressorHeatOff,hold,Home,72,72,72.1,54,47.7,0,0,0,0,,71.5,54,0,72,0,72.9,1,71.2,0,70.6,0,74.2,0
1/1/2024,7:25:00,heat,compressorHeatOff,hold,Home,72,72,71.9,52,47.7,0,0,0,0,,71.4,52,0,71.8,0,72.6,0,71,0,70.4,0,74.1,0
1/1/2024,7:30:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,47.7,0,0,0,0,,71.3,54,0,71.7,0,72.3,1,70.8,0,70.2,0,73.8,0
1/1/2024,7:35:00,heat,compressorHeatOff,hold,Home,72,72,71.7,54,47.7,0,0,0,0,,71,54,0,71.5,0,72.1,1,70.6,0,70,0,73.6,0
1/1/2024,7:40:00,heat,compressorHeatOff,hold,Home,72,72,71.9,54,47.7,0,0,0,0,,71,54,0,71.2,0,72,0,70.4,0,69.8,0,73.5,0
1/1/2024,7:45:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,47.7,0,0,0,0,,71,54,1,71.1,0,71.8,0,70.2,0,69.6,0,73.4,1
1/1/2024,7:50:00,heat,compressorHeatOff,hold,Home,72,72,71.8,54,47.7,0,0,0,0,,71,54,1,71,0,71.7,0,70.1,0,69.6,0,73.3,1
1/1/2024,7:55:00,heat,compressorHeatOff,hold,Home,72,72,71.7,54,47.7,0,0,0,0,,71,54,0,70.9,0,71.6,0,70,0,69.5,0,73.2,1
1/1/2024,8:00:00,heat,compressorHeatOff,hold,Home,72,72,71.7,54,48.7,0,0,0,0,,70.8,54,0,70.8,0,71.5,0,69.9,0,69.4,0,73.1,0
1/1/2024,8:05:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,48.7,0,0,0,0,,70.6,54,0,70.6,0,71.4,0,69.7,0,69.3,0,73,0
1/1/2024,8:10:00,heat,compressorHeatOff,hold,Home,72,72,71.6,54,48.7,0,0,0,0,,70.6,54,0,70.5,0,71.3,0,69.6,0,69.2,0,72.9,1
1/1/2024,8:15:00,heat,compressorHeatOff,hold,Home,72,72,71.4,54,48.7,0,0,255,255,,70.2,54,0,70.4,0,71.2,0,69.5,0,69,0,72.9,1
1/1/2024,8:20:00,heat,compressorHeatStage1On,hold,Home,72,72,71.6,55,48.7,0,0,135,180,,70.4,55,0,70.6,0,71.3,0,69.8,0,69.1,0,73,1
1/1/2024,8:25:00,heat,compressorHeatOff,hold,Home,72,72,72.3,54,48.7,0,0,0,0,,70.8,54,0,71.2,0,72.2,0,70.3,0,69.7,0,73.7,0
1/1/2024,8:30:00,heat,compressorHeatOff,hold,Home,72,72,72.5,54,48.7,0,0,0,0,,70.9,54,0,71.1,0,72.1,0,70.4,0,69.8,0,73.7,0
1/1/2024,8:35:00,heat,compressorHeatOff,hold,Home,72,72,72.7,54,48.7,0,0,0,0,,70.9,54,0,70.9,0,72,0,70.2,0,69.7,0,73.6,0
1/1/2024,8:40:00,heat,compressorHeatOff,hold,Home,72,72,72.7,54,48.7,0,0,0,0,,70.9,54,0,70.8,0,71.9,0,70,0,69.5,0,73.3,0
1/1/2024,8:45:00,heat,compressorHeatOff,hold,Home,72,72,72.9,54,48.7,0,0,0,0,,70.8,54,0,70.7,0,71.8,0,69.9,0,69.4,0,73.3,0
1/1/2024,8:50:00,heat,compressorHeatOff,hold,Home,72,72,73,54,48.7,0,0,0,0,,70.7,54,0,70.6,0,71.7,0,69.7,0,69.3,0,73.1,0
1/1/2024,8:55:00,heat,compressorHeatOff,hold,Home,72,72,72.5,54,48.7,0,0,0,0,,70.6,54,0,70.4,0,71.7,1,69.7,0,69.2,0,73.1,0
1/1/2024,9:00:00,heat,compressorHeatOff,hold,Home,72,72,72.6,54,49.3,0,0,0,0,,70.6,54,0,70.3,0,71.7,1,69.6,0,69,0,73,0
1/1/2024,9:05:00,heat,compressorHeatOff,hold,Home,72,72,72.3,54,49.3,0,0,0,0,,70.6,54,0,70.2,0,71.5,1,69.4,0,69,0,72.9,0
1/1/2024,9:10:00,heat,compressorHeatOff,hold,Home,72,72,71.9,54,49.3,0,0,0,0,,70.5,54,0,70.1,0,71.3,1,69.3,0,68.8,0,72.8,0
1/1/2024,9:15:00,heat,compressorHeatOff,hold,Home,72,72,71.5,54,49.3,0,0,120,120,,70.5,54,1,70,0,71.2,0,69.3,0,68.7,1,72.7,1
1/1/2024,9:20:00,heat,compressorHeatStage1On,hold,Home,72,72,71.3,54,49.3,0,0,270,300,,70.9,54,0,70,1,71.2,0,69.4,0,69.1,1,72.7,1
1/1/2024,9:25:00,heat,compressorHeatOff,hold,Home,72,72,71.9,52,49.3,0,0,0,15,,72,52,1,70.8,1,71.8,1,69.9,0,70.3,1,73.1,0
1/1/2024,9:30:00,heat,compressorHeatOff,hold,Home,72,72,72.1,52,50.5,0,0,0,0,,72.3,52,0,71.1,1,71.9,1,70.4,0,70.9,1,73.4,1
1/1/2024,9:35:00,heat,compressorHeatOff,hold,Home,72,72,71.9,52,50.5,0,0,0,0,,72.3,52,1,70.9,0,71.7,1,70.2,0,71,1,73.1,1
1/1/2024,9:40:00,heat,compressorHeatOff,hold,Home,72,72,71.7,52,50.5,0,0,0,0,,72.2,52,0,70.8,1,71.4,0,70,0,70.9,1,72.9,1
1/1/2024,9:45:00,heat,compressorHeatOff,hold,Home,72,72,71.5,51,50.5,0,0,0,0,,72.3,51,0,70.7,1,71.1,0,69.9,0,70.8,1,72.7,0
1/1/2024,9:50:00,heat,compressorHeatOff,hold,Home,72,72,71.3,51,50.5,0,0,0,0,,72.3,51,1,70.7,0,70.9,0,69.7,0,70.6,1,72.5,1
1/1/2024,9:55:00,heat,compressorHeatOff,hold,Home,72,72,71.1,51,50.5,0,0,45,45,,72.1,51,1,70.5,0,70.6,0,69.6,0,70.3,1,72.2,1
1/1/2024,10:00:00,heat,compressorHeatStage1On,hold,Home,72,72,70.8,51,51,0,0,300,300,,71.2,51,1,70.5,1,70.4,0,69.5,0,70.3,1,72,1
1/1/2024,10:05:00,heat,compressorHeatStage1On,hold,Home,72,72,71.1,52,51,0,0,270,300,,71.1,52,0,70.9,1,70.8,0,69.9,0,70.5,1,72.3,0
1/1/2024,10:10:00,heat,compressorHeatOff,hold,Home,72,72,71.8,53,51,0,0,0,15,,71.1,53,1,72.1,1,71.9,0,70.9,0,71.2,0,73.2,0
1/1/2024,10:15:00,heat,compressorHeatOff,hold,Home,72,72,72,54,51,0,0,0,0,,71.3,54,0,72.1,1,72.1,0,71.2,0,71.6,0,73.3,0
1/1/2024,10:20:00,heat,compressorHeatOff,hold,Home,72,72,71.9,53,51,0,0,0,0,,71.4,53,0,71.8,1,71.8,0,71,0,71.7,0,73,0
1/1/2024,10:25:00,heat,compressorHeatOff,hold,Home,72,72,71.7,53,51,0,0,0,0,,71.4,53,0,71.6,0,71.4,0,70.7,0,71.6,0,72.7,0
1/1/2024,10:30:00,heat,compressorHeatOff,hold,Home,72,72,71.6,52,51,0,0,0,0,,71.5,52,0,71.5,0,71.2,0,70.4,0,71.5,0,72.3,0
1/1/2024,10:35:00,heat,compressorHeatOff,hold,Home,72,72,71.5,52,51,0,0,0,0,,71.5,52,0,71.4,0,70.9,0,70.2,0,71.4,0,72.1,0
1/1/2024,10:40:00,heat,compressorHeatOff,hold,Home,72,72,71.4,52,51,0,0,0,0,,71.5,52,1,71.3,0,70.6,0,70,0,71.3,1,71.9,1
1/1/2024,10:45:00,heat,compressorHeatOff,hold,Home,72,72,71.4,51,51,0,0,0,0,,71.7,51,0,71.2,0,70.4,0,69.9,0,71.1,1,71.7,1
1/1/2024,10:50:00,heat,compressorHeatOff,hold,Home,72,72,71.2,51,51,0,0,0,0,,71.6,51,0,71.1,1,70.2,0,69.7,0,70.8,1,71.6,1
1/1/2024,10:55:00,heat,compressorHeatOff,hold,Home,72,72,71.2,51,51,0,0,0,0,,71.6,51,0,71,1,70,0,69.5,0,70.6,0,71.6,0
1/1/2024,11:00:00,heat,compressorHeatOff,hold,Home,72,72,71.1,51,52.7,0,0,0,0,,71.6,51,0,70.9,1,69.8,0,69.4,0,70.4,0,71.6,0
1/1/2024,11:05:00,heat,compressorHeatOff,hold,Home,72,72,71,50,52.7,0,0,285,285,,71.6,50,0,70.8,0,69.5,0,69.4,0,70.2,0,71.5,0
1/1/2024,11:10:00,heat,compressorHeatStage1On,hold,Home,72,72,71.3,49,52.7,0,0,210,255,,72.1,49,0,71.2,1,70,0,69.6,0,70.3,1,71.9,0
1/1/2024,11:15:00,heat,compressorHeatOff,hold,Home,72,72,71.9,50,52.7,0,0,0,0,,71.8,50,0,72,1,71.3,0,70.5,0,70.9,1,72.9,1
1/1/2024,11:20:00,heat,compressorHeatOff,hold,Home,72,72,71.9,51,52.7,0,0,0,0,,71.4,51,0,72,0,71.2,0,70.8,0,71.1,1,73.1,1
1/1/2024,11:25:00,heat,compressorHeatOff,hold,Home,72,72,71.8,51,52.7,0,0,0,0,,71.3,51,0,71.8,0,70.9,0,70.6,0,71,0,72.9,1
1/1/2024,11:30:00,heat,compressorHeatOff,hold,Home,72,72,71.6,51,52.7,0,0,0,0,,71.3,51,0,71.7,0,70.7,0,70.3,0,70.8,1,72.5,0
1/1/2024,11:35:00,heat,compressorHeatOff,hold,Home,72,72,71.5,52,52.7,0,0,0,0,,71.4,52,0,71.6,1,70.4,0,70.1,0,70.6,1,72.4,0
1/1/2024,11:40:00,heat,compressorHeatOff,hold,Home,72,72,71.4,52,52.7,0,0,0,0,,71.4,52,0,71.5,1,70.3,0,69.9,0,70.5,1,72.3,0
1/1/2024,11:45:00,heat,compressorHeatOff,hold,Home,72,72,71.3,52,52.7,0,0,0,0,,71.4,52,0,71.5,0,70.2,0,69.8,0,70.4,0,72.2,0
1/1/2024,11:50:00,heat,compressorHeatOff,hold,Home,72,72,71.3,52,52.7,0,0,0,0,,71.4,52,0,71.4,0,70,0,69.6,0,70.4,0,72.2,0
1/1/2024,11:55:00,heat,compressorHeatOff,hold,Home,72,72,71.1,52,52.7,0,0,0,0,,71.4,52,0,71.3,0,69.8,0,69.5,0,70.2,0,72.1,0
1/1/2024,12:00:00,heat,compressorHeatOff,hold,Home,72,72,71,52,54.5,0,0,195,195,,71.4,52,0,71.3,0,69.7,0,69.4,0,70.1,0,72,0
1/1/2024,12:05:00,heat,compressorHeatStage1On,hold,Home,72,72,71.1,51,54.5,0,0,270,300,,72,51,0,71.5,0,70,0,69.6,0,70.1,0,72.1,0
1/1/2024,12:10:00,heat,compressorHeatOff,hold,Home,72,72,71.8,51,54.5,0,0,0,15,,72.5,51,0,72.3,0,71.1,0,70.8,0,70.9,0,73.2,0
1/1/2024,12:15:00,heat,compressorHeatOff,hold,Home,72,72,72.1,51,54.5,0,0,0,0,,72.3,51,0,72.6,0,71.5,0,71.1,0,71.2,0,73.7,0
1/1/2024,12:20:00,heat,compressorHeatOff,hold,Home,72,72,71.9,51,54.5,0,0,0,0,,72.1,51,0,72.4,0,71.3,0,70.8,0,71,0,73.5,0
