#,Thermostat,identifier,5.22688E+11,,,,,,,,,,,,,,,,,,,,,,,,,
#,Thermostat,name,1575 APT D,,,,,,,,,,,,,,,,,,,,,,,,,
#,Start,date,1/1/2024,,,,,,,,,,,,,,,,,,,,,,,,,
#,End,date,2/1/2024,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Living Room (F),Living Room2,Main Bedroom 3 (F),Main Bedroom 32,Bedroom 1 (F),Bedroom 12,Kitchen (F),Kitchen2,Bedroom 2 (F),Bedroom 22
1/10/2024,22:25:00,heat,compressorHeatStage1On,hold,Home,74,74,73.2,47,49.9,0,0,285,300,,73.4,47,1,74.6,0,73.1,1,73.4,0,72.1,0,72.2,0
1/10/2024,22:30:00,heat,compressorHeatOff,hold,Home,74,74,73.9,46,50.1,0,0,0,30,,74.1,46,0,75.1,0,74.1,1,73.9,0,72.7,0,72.9,0
1/10/2024,22:35:00,heat,compressorHeatOff,hold,Home,74,74,74.1,45,50.1,0,0,0,0,,74.1,45,0,75.3,0,74.5,1,74.3,0,73,0,73.4,0
1/10/2024,22:40:00,heat,compressorHeatOff,hold,Home,74,74,74,45,50.1,0,0,0,0,,74,45,0,75.1,0,74.2,1,74.1,0,72.8,0,73.3,0
1/10/2024,22:45:00,heat,compressorHeatOff,hold,Home,74,74,73.7,45,50.1,0,0,0,0,,73.8,45,0,74.7,0,73.9,0,73.7,0,72.5,0,72.8,0
1/10/2024,22:50:00,heat,compressorHeatOff,hold,Home,74,74,73.6,45,50.1,0,0,0,0,,73.6,45,0,74.5,0,73.8,0,73.5,0,72.2,0,72.4,0
1/10/2024,22:55:00,heat,compressorHeatOff,hold,Home,74,74,73.4,45,50.1,0,0,0,0,,73.4,45,0,74.3,0,73.6,0,73.2,0,72,0,72.2,0
1/10/2024,23:00:00,heat,compressorHeatOff,hold,Home,74,74,73.3,45,49.4,0,0,0,0,,73.4,45,0,74,0,73.4,0,73,0,71.8,0,71.9,0
1/10/2024,23:05:00,heat,compressorHeatOff,hold,Home,74,74,73.2,45,49.4,0,0,0,0,,73.3,45,0,73.8,0,73.2,0,72.8,0,71.6,0,71.6,0
1/10/2024,23:10:00,heat,compressorHeatOff,hold,Home,74,74,72.9,45,49.4,0,0,150,150,,73,45,0,73.6,0,73,0,72.6,0,71.4,0,71.4,0
1/10/2024,23:15:00,heat,compressorHeatStage1On,hold,Home,74,74,72.6,47,49.4,0,0,300,300,,72.5,47,0,73.4,0,73.1,0,72.5,0,71.4,0,71.3,0
1/10/2024,23:20:00,heat,compressorHeatStage1On,hold,Home,74,74,73.2,46,49.4,0,0,135,180,,73.2,46,0,74,0,74,0,73.1,0,71.8,0,72,0
1/10/2024,23:25:00,heat,compressorHeatOff,hold,Home,74,74,73.7,45,49.4,0,0,0,0,,73.3,45,0,74.8,0,74.6,0,74,0,72.5,0,72.8,0
1/10/2024,23:30:00,heat,compressorHeatOff,hold,Home,74,74,73.6,45,48.3,0,0,0,0,,73.4,45,0,74.5,0,74.6,0,73.8,0,72.5,0,72.8,0
1/10/2024,23:35:00,heat,compressorHeatOff,hold,Home,74,74,73.2,47,48.3,0,0,240,240,,72.8,47,0,74.2,0,74.3,0,73.5,0,72.3,0,72.4,0
1/10/2024,23:40:00,heat,compressorHeatStage1On,hold,Home,74,74,73.2,47,48.3,0,0,300,300,,72.8,47,0,74.2,0,74.3,0,73.5,0,72.2,0,72.2,0
1/10/2024,23:45:00,heat,compressorHeatOff,hold,Home,74,74,73.8,45,48.3,0,0,0,45,,73.4,45,0,74.7,0,75.1,0,74,0,72.7,0,73,0
1/10/2024,23:50:00,heat,compressorHeatOff,hold,Home,74,74,74,45,48.3,0,0,0,0,,73.4,45,0,74.9,0,75.2,0,74.3,0,73,0,73.2,1
1/10/2024,23:55:00,heat,compressorHeatOff,hold,Home,74,74,73.6,45,48.3,0,0,0,0,,73.4,45,0,74.6,0,74.9,0,74,0,72.6,0,72.9,1
1/11/2024,0:00:00,heat,compressorHeatOff,hold,Home,74,74,73.3,46,47.3,0,0,210,210,,72.9,46,0,74.2,0,74.6,0,73.7,0,72.3,0,72.4,1
1/11/2024,0:05:00,heat,compressorHeatStage1On,hold,Home,74,74,73.1,47,47.3,0,0,300,300,,72.7,47,0,74.2,0,74.6,0,73.6,0,72.2,0,72.3,0
1/11/2024,0:10:00,heat,compressorHeatStage1On,hold,Home,74,74,73.6,45,47.3,0,0,75,120,,73.3,45,0,74.8,0,75.3,0,74.2,0,72.7,0,73,0
1/11/2024,0:15:00,heat,compressorHeatOff,hold,Home,74,74,73.8,45,47.3,0,0,0,0,,73.3,45,0,75.1,0,75.6,0,74.6,0,73,0,73.5,0
1/11/2024,0:20:00,heat,compressorHeatOff,hold,Home,74,74,73.3,46,47.3,0,0,195,195,,73.1,46,0,74.7,0,75.4,0,74.3,0,72.8,0,73.2,0
1/11/2024,0:25:00,heat,compressorHeatStage1On,hold,Home,74,74,73,47,47.3,0,0,300,300,,72.8,47,0,74.6,0,75.3,0,74.1,0,72.6,0,73,0
1/11/2024,0:30:00,heat,compressorHeatStage1On,hold,Home,74,74,73.6,45,46.1,0,0,60,105,,73.6,45,1,75.1,0,75.9,1,74.6,0,73.1,0,73.5,0
1/11/2024,0:35:00,heat,compressorHeatOff,hold,Home,74,74,74.2,45,46.1,0,0,0,0,,73.9,45,0,75.4,0,76,1,75,0,73.3,0,73.9,0
1/11/2024,0:40:00,heat,compressorHeatOff,hold,Home,74,74,74.1,45,46.1,0,0,0,0,,73.8,45,0,75.1,0,75.6,0,74.7,0,73.1,0,73.6,0
1/11/2024,0:45:00,heat,compressorHeatOff,hold,Home,74,74,74,44,46.1,0,0,0,0,,73.7,44,0,74.8,0,75.3,0,74.3,0,72.8,0,73.1,0
1/11/2024,0:50:00,heat,compressorHeatOff,hold,Home,74,74,73.9,44,46.1,0,0,0,0,,73.5,44,0,74.5,0,74.9,0,74,0,72.5,0,72.8,0
1/11/2024,0:55:00,heat,compressorHeatOff,hold,Home,74,74,73.7,45,46.1,0,0,0,0,,73.3,45,0,74.2,0,74.6,0,73.7,0,72.2,0,72.5,1
1/11/2024,1:00:00,heat,compressorHeatOff,hold,Home,74,74,73.4,45,45.3,0,0,135,135,,73.2,45,0,74,0,74.4,0,73.5,0,72,0,72.2,1
1/11/2024,1:05:00,heat,compressorHeatStage1On,hold,Home,74,74,73.1,46,45.3,0,0,300,300,,73,46,0,73.8,0,74.1,1,73.3,0,71.8,0,71.9,0
1/11/2024,1:10:00,heat,compressorHeatStage1On,hold,Home,74,74,73.4,46,45.3,0,0,180,225,,73.2,46,0,74.2,0,74.5,1,73.7,0,72.1,0,72.3,0
1/11/2024,1:15:00,heat,compressorHeatOff,hold,Home,74,74,73.9,44,45.3,0,0,0,0,,73.3,44,0,74.7,0,75.1,1,74.4,0,72.5,0,73.1,0
1/11/2024,1:20:00,heat,compressorHeatOff,hold,Home,74,74,73.9,44,45.3,0,0,0,0,,73.4,44,0,74.5,0,75.1,0,74.1,0,72.5,0,73,0
1/11/2024,1:25:00,heat,compressorHeatOff,hold,Home,74,74,73.6,45,45.3,0,0,15,15,,73.3,45,0,74.2,0,74.8,0,73.9,0,72.3,0,72.6,0
1/11/2024,1:30:00,heat,compressorHeatStage1On,hold,Home,74,74,73.4,46,45.3,0,0,300,300,,72.5,46,0,74,0,74.6,0,73.7,0,72,0,72.2,0
1/11/2024,1:35:00,heat,compressorHeatStage1On,hold,Home,74,74,73.6,46,45.3,0,0,150,195,,72.7,46,0,74.1,0,74.7,0,73.7,0,72,0,72.2,0
1/11/2024,1:40:00,heat,compressorHeatOff,hold,Home,74,74,74.2,44,45.3,0,0,0,0,,73,44,0,74.4,0,75.1,0,74.2,0,72.5,0,72.7,0
1/11/2024,1:45:00,heat,compressorHeatOff,hold,Home,74,74,74,44,45.3,0,0,0,0,,73.1,44,0,74.2,0,75,0,74,0,72.4,0,72.6,0
1/11/2024,1:50:00,heat,compressorHeatOff,hold,Home,74,74,73.4,45,45.3,0,0,135,135,,72.8,45,0,73.9,0,74.7,0,73.7,0,72.1,0,72.2,0
1/11/2024,1:55:00,heat,compressorHeatStage1On,hold,Home,74,74,73,47,45.3,0,0,300,300,,72.1,47,0,73.8,0,74.6,0,73.5,0,71.9,0,71.9,0
1/11/2024,2:00:00,heat,compressorHeatStage1On,hold,Home,74,74,73.3,46,42.5,0,0,180,225,,72.7,46,0,74.1,0,75,0,73.8,0,72.1,0,72.2,0
1/11/2024,2:05:00,heat,compressorHeatOff,hold,Home,74,74,73.8,44,42.5,0,0,0,0,,72.9,44,0,74.6,0,75.5,0,74.4,0,72.5,0,73,0
1/11/2024,2:10:00,heat,compressorHeatOff,hold,Home,74,74,73.7,44,42.5,0,0,0,0,,73.1,44,0,74.3,0,75.4,0,74.3,0,72.5,0,72.9,0
1/11/2024,2:15:00,heat,compressorHeatOff,hold,Home,74,74,73.4,44,42.5,0,0,105,105,,73,44,0,74.1,0,75.1,0,73.9,0,72.2,0,72.4,0
1/11/2024,2:20:00,heat,compressorHeatStage1On,hold,Home,74,74,73.1,46,42.5,0,0,300,300,,72.2,46,0,74,0,74.9,0,73.7,0,71.9,0,72.1,0
1/11/2024,2:25:00,heat,compressorHeatStage1On,hold,Home,74,74,73.4,46,42.5,0,0,210,255,,72.8,46,0,74.2,0,75.3,0,73.9,0,72.2,0,72.3,0
1/11/2024,2:30:00,heat,compressorHeatOff,hold,Home,74,74,73.9,44,42.5,0,0,0,0,,72.9,44,0,74.6,0,75.9,0,74.5,0,72.7,0,72.9,1
1/11/2024,2:35:00,heat,compressorHeatOff,hold,Home,74,74,73.8,44,42.5,0,0,0,0,,73.2,44,0,74.5,0,75.8,0,74.4,0,72.7,0,72.9,1
1/11/2024,2:40:00,heat,compressorHeatOff,hold,Home,74,74,73.5,44,42.5,0,0,135,135,,72.8,44,0,74.2,0,75.5,0,74.1,0,72.4,0,72.5,1
1/11/2024,2:45:00,heat,compressorHeatStage1On,hold,Home,74,74,73.1,46,42.5,0,0,300,300,,72.1,46,0,74,0,75.4,0,73.8,0,72.2,0,72.2,1
1/11/2024,2:50:00,heat,compressorHeatStage1On,hold,Home,74,74,73.3,46,42.5,0,0,180,225,,72.8,46,0,74.3,0,75.7,0,74.1,0,72.3,0,72.5,0
1/11/2024,2:55:00,heat,compressorHeatOff,hold,Home,74,74,73.6,44,42.5,0,0,0,0,,73,44,0,74.7,0,76.1,0,74.7,0,72.7,0,73.2,0
1/11/2024,3:00:00,heat,compressorHeatOff,hold,Home,74,74,73.1,45,40.7,0,0,270,270,,72.7,45,0,74.6,0,76,0,74.5,0,72.6,0,73,0
1/11/2024,3:05:00,heat,compressorHeatStage1On,hold,Home,74,74,72.8,46,40.7,0,0,300,300,,72.5,46,0,74.5,0,76,0,74.4,0,72.5,0,72.8,1
1/11/2024,3:10:00,heat,compressorHeatStage1On,hold,Home,74,74,73.5,45,40.7,0,0,90,135,,73.2,45,0,75,0,76.5,0,74.9,0,73,0,73.5,1
1/11/2024,3:15:00,heat,compressorHeatOff,hold,Home,74,74,73.8,42,40.7,0,0,0,0,,73.3,42,0,75.3,0,76.7,0,75.2,0,73.2,0,73.8,1
1/11/2024,3:20:00,heat,compressorHeatOff,hold,Home,74,74,73.4,44,40.7,0,0,270,270,,72.8,44,0,74.9,0,76.4,0,74.9,0,73,0,73.4,1
1/11/2024,3:25:00,heat,compressorHeatStage1On,hold,Home,74,74,73.1,46,40.7,0,0,300,300,,72.7,46,0,74.8,0,76.3,0,74.6,0,72.8,0,73.1,1
1/11/2024,3:30:00,heat,compressorHeatStage1On,hold,Home,74,74,73.7,45,40.7,0,0,255,300,,73.3,45,0,75.2,0,76.8,0,75.1,0,73.1,0,73.7,0
1/11/2024,3:35:00,heat,compressorHeatOff,hold,Home,74,74,74.3,44,40.7,0,0,0,0,,73.4,44,0,75.6,0,77.3,0,75.7,0,73.5,0,74.3,1
1/11/2024,3:40:00,heat,compressorHeatOff,hold,Home,74,74,74.1,42,40.7,0,0,0,0,,73.4,42,0,75.5,0,77.2,0,75.6,0,73.4,0,74.1,1
1/11/2024,3:45:00,heat,compressorHeatOff,hold,Home,74,74,73.6,42,40.7,0,0,60,60,,73.2,42,0,75.1,0,76.8,0,75.2,0,73.1,0,73.6,0
1/11/2024,3:50:00,heat,compressorHeatStage1On,hold,Home,74,74,73.1,45,40.7,0,0,300,300,,72.4,45,0,74.7,0,76.5,0,74.8,0,72.7,0,73.1,0
1/11/2024,3:55:00,heat,compressorHeatStage1On,hold,Home,74,74,73,45,40.7,0,0,300,300,,72.6,45,0,74.7,0,76.6,0,74.7,0,72.7,0,73,0
1/11/2024,4:00:00,heat,compressorHeatStage1On,hold,Home,74,74,73.6,45,39.4,0,0,165,210,,73.3,45,0,75.3,0,77.1,0,75.1,0,73,0,73.6,0
1/11/2024,4:05:00,heat,compressorHeatOff,hold,Home,74,74,73.9,42,39.4,0,0,0,0,,73.3,42,0,75.6,0,77.3,0,75.6,0,73.4,0,73.9,0
1/11/2024,4:10:00,heat,compressorHeatOff,hold,Home,74,74,74,42,39.4,0,0,0,0,,73.4,42,0,75.3,0,77,0,75.3,0,73.2,0,73.7,0
1/11/2024,4:15:00,heat,compressorHeatOff,hold,Home,74,74,73.9,42,39.4,0,0,0,0,,73.2,42,0,74.9,0,76.6,0,75,0,72.8,0,73.2,0
1/11/2024,4:20:00,heat,compressorHeatOff,hold,Home,74,74,73.6,42,39.4,0,0,60,60,,73.1,42,0,74.5,0,76.4,0,74.6,0,72.4,0,72.7,1
1/11/2024,4:25:00,heat,compressorHeatStage1On,hold,Home,74,74,73.2,44,39.4,0,0,300,300,,72.3,44,0,74.3,0,76.2,0,74.2,0,72,0,72.2,1
1/11/2024,4:30:00,heat,compressorHeatStage1On,hold,Home,74,74,72.7,44,39.4,0,0,300,300,,72.2,44,0,74.2,0,76,0,74,0,71.9,0,72,0
1/11/2024,4:35:00,heat,compressorHeatStage1On,hold,Home,74,74,72,42,39.4,0,0,300,300,,72.4,42,0,73.9,0,75.7,0,73.8,0,71.8,0,71.9,0
1/11/2024,4:40:00,heat,compressorHeatStage1On,hold,Home,74,74,71.6,42,39.4,0,0,300,300,,72.5,42,0,73.7,0,75.5,0,73.6,0,71.6,0,71.6,1
1/11/2024,4:45:00,heat,compressorHeatStage1On,hold,Home,74,74,71.3,42,39.4,0,0,300,300,,72.3,42,0,73.5,0,75.3,0,73.4,0,71.3,0,71.3,1
1/11/2024,4:50:00,heat,compressorHeatStage1On,hold,Home,74,74,71.1,44,39.4,0,0,300,300,,72.1,44,0,73.3,0,75,0,73.2,0,71.1,0,71.1,1
1/11/2024,4:55:00,heat,compressorHeatStage1On,hold,Home,74,74,70.8,44,39.4,0,0,300,300,,71.5,44,0,73,0,74.9,0,73,0,70.8,0,70.8,1
1/11/2024,5:00:00,heat,compressorHeatStage1On,hold,Home,74,74,71,45,38.7,0,0,300,300,,71.6,45,0,73.1,0,74.9,0,73,0,70.9,0,71,1
1/11/2024,5:05:00,heat,compressorHeatStage1On,hold,Home,74,74,71.7,45,38.7,0,0,300,300,,72.1,45,0,73.6,0,75.5,0,73.6,0,71.4,0,71.7,1
1/11/2024,5:10:00,heat,compressorHeatStage1On,hold,Home,74,74,72.7,45,38.7,0,0,300,300,,72.8,45,1,74.1,0,76.1,1,74.3,0,72,0,72.6,0
1/11/2024,5:15:00,heat,compressorHeatStage1On,hold,Home,74,74,73.8,44,38.7,0,0,120,165,,73.7,44,0,74.7,0,76.4,1,74.9,0,72.6,0,73.3,0
1/11/2024,5:20:00,heat,compressorHeatOff,hold,Home,74,74,74.3,41,38.7,0,0,0,0,,73.8,41,0,75,0,76.5,1,75.3,0,72.9,0,73.7,0
1/11/2024,5:25:00,heat,compressorHeatOff,hold,Home,74,74,74.1,41,38.7,0,0,0,0,,73.6,41,0,74.7,0,76.2,0,75,0,72.7,0,73.4,0
1/11/2024,5:30:00,heat,compressorHeatOff,hold,Home,74,74,73.8,41,39,0,0,0,0,,73.3,41,0,74.3,0,75.9,1,74.6,0,72.3,0,72.8,0
1/11/2024,5:35:00,heat,compressorHeatOff,hold,Home,74,74,73.3,43,39,0,0,270,270,,72.6,43,0,74,0,75.5,1,74.2,0,72,0,72.3,0
1/11/2024,5:40:00,heat,compressorHeatStage1On,hold,Home,74,74,73.3,45,39,0,0,300,300,,72.4,45,0,74,0,75.3,1,74,0,71.9,0,72,0
1/11/2024,5:45:00,heat,compressorHeatStage1On,hold,Home,74,74,73.8,44,39,0,0,45,90,,72.7,44,0,74.3,0,75.7,0,74.3,0,72.1,0,72.5,0
1/11/2024,5:50:00,heat,compressorHeatOff,hold,Home,74,74,74.2,42,39,0,0,0,0,,72.9,42,0,74.4,0,75.9,0,74.4,0,72.3,0,72.8,0
1/11/2024,5:55:00,heat,compressorHeatOff,hold,Home,74,74,74.2,42,39,0,0,0,0,,72.7,42,0,74.1,0,75.5,0,74.1,0,72,0,72.3,0
1/11/2024,6:00:00,heat,compressorHeatOff,hold,Home,74,74,74.3,42,38.4,0,0,0,0,,72.4,42,0,73.8,0,75.3,0,73.8,0,71.7,0,71.9,0
1/11/2024,6:05:00,heat,compressorHeatOff,hold,Home,74,74,74.7,42,38.4,0,0,0,0,,72.2,42,0,73.4,0,75.1,0,73.6,0,71.4,0,71.5,0
1/11/2024,6:10:00,heat,compressorHeatOff,hold,Home,74,74,74,42,38.4,0,0,30,30,,72.1,42,0,73.2,0,74.8,0,73.3,0,71,0,71.1,0
1/11/2024,6:15:00,heat,compressorHeatStage1On,hold,Home,74,74,73.3,44,38.4,0,0,300,300,,71.3,44,1,73,0,74.7,1,73.1,0,70.8,1,70.7,0
1/11/2024,6:20:00,heat,compressorHeatStage1On,hold,Home,74,74,73.3,45,38.4,0,0,300,300,,71.6,45,1,73,0,74.7,1,73.1,0,71.1,1,70.8,1
1/11/2024,6:25:00,heat,compressorHeatStage1On,hold,Home,74,74,73.6,45,38.4,0,0,270,300,,72.8,45,1,73.5,0,75.1,1,73.5,0,71.9,1,71.4,1
1/11/2024,6:30:00,heat,compressorHeatOff,hold,Home,74,74,73.7,42,37.4,0,0,0,15,,72.8,42,0,74,0,75.6,0,74.2,0,72.5,1,72.3,1
1/11/2024,6:35:00,heat,compressorHeatOff,hold,Home,74,74,73.3,42,37.4,0,0,225,225,,72.3,42,0,73.9,0,75.5,0,74.2,0,72.5,0,72.3,1
1/11/2024,6:40:00,heat,compressorHeatStage1On,hold,Home,74,74,73,44,37.4,0,0,300,300,,72.1,44,0,73.8,0,75.4,0,73.9,0,72.3,0,72,0
1/11/2024,6:45:00,heat,compressorHeatStage1On,hold,Home,74,74,73.2,44,37.4,0,0,300,300,,72.3,44,0,74.1,0,75.7,0,74.2,0,72.5,0,72.4,0
1/11/2024,6:50:00,heat,compressorHeatStage1On,hold,Home,74,74,73.7,45,37.4,0,0,150,195,,72.7,45,1,74.6,1,76.2,0,74.7,0,72.9,1,73,0
1/11/2024,6:55:00,heat,compressorHeatOff,hold,Home,73.8,73.8,73.9,41,37.4,0,0,0,0,,73.2,41,1,74.8,1,76.4,1,75.1,0,73.1,1,73.3,1
1/11/2024,7:00:00,heat,compressorHeatOff,hold,Home,70,70,73.7,41,36.9,0,0,0,0,,72.7,41,1,74.5,1,76.2,1,74.8,0,72.9,1,73,1
1/11/2024,7:05:00,heat,compressorHeatOff,hold,Home,70,70,73.4,41,36.9,0,0,0,0,,72.4,41,1,74.2,1,75.8,1,74.4,0,72.5,1,72.5,1
1/11/2024,7:10:00,heat,compressorHeatOff,hold,Home,70,70,73,41,36.9,0,0,0,0,,72.2,41,1,73.9,1,75.5,1,74,0,72.2,1,72.1,1
1/11/2024,7:15:00,heat,compressorHeatOff,hold,Home,70,70,72.8,41,36.9,0,0,0,0,,72.2,41,1,73.6,1,75.2,1,73.7,0,71.7,1,71.7,1
1/11/2024,7:20:00,heat,compressorHeatOff,hold,Home,70,70,72.6,41,36.9,0,0,0,0,,72,41,0,73.3,1,74.9,1,73.4,0,71.5,0,71.3,0
1/11/2024,7:25:00,heat,compressorHeatOff,hold,Home,70,70,72.3,42,36.9,0,0,0,0,,71.8,42,0,73,1,74.6,0,73.2,0,71.1,0,71.1,0
1/11/2024,7:30:00,heat,compressorHeatOff,hold,Home,70,70,72,42,36.9,0,0,0,0,,71.7,42,0,72.8,0,74.4,0,72.9,0,70.8,0,70.8,0
1/11/2024,7:35:00,heat,compressorHeatOff,hold,Home,70,70,71.9,41,36.9,0,0,0,0,,71.7,41,0,72.6,0,74.3,0,72.7,0,70.6,0,70.5,0
1/11/2024,7:40:00,heat,compressorHeatOff,hold,Home,70,70,71.7,41,36.9,0,0,0,0,,71.6,41,0,72.3,0,74.1,0,72.5,0,70.5,0,70.3,0
1/11/2024,7:45:00,heat,compressorHeatOff,hold,Home,70,70,71.6,41,36.9,0,0,0,0,,71.6,41,0,72.2,0,73.9,0,72.2,0,70.3,0,70.1,0
1/11/2024,7:50:00,heat,compressorHeatOff,hold,Home,70,70,71.5,41,36.9,0,0,0,0,,71.5,41,0,72,0,73.7,0,72,0,70.2,0,69.9,0
1/11/2024,7:55:00,heat,compressorHeatOff,hold,Home,70,70,71.4,43,36.9,0,0,0,0,,71.4,43,0,71.9,0,73.5,0,71.8,0,70.1,0,69.8,0
1/11/2024,8:00:00,heat,compressorHeatOff,hold,Home,70,70,71.2,43,37.8,0,0,0,0,,71.3,43,0,71.7,0,73.3,0,71.7,0,70.1,0,69.6,0
1/11/2024,8:05:00,heat,compressorHeatOff,hold,Home,70,70,71,43,37.8,0,0,0,0,,71.2,43,0,71.6,0,73.2,0,71.5,0,70,0,69.4,0
1/11/2024,8:10:00,heat,compressorHeatOff,hold,Home,70,70,70.9,43,37.8,0,0,0,0,,71.1,43,0,71.3,0,73.2,1,71.4,0,69.8,0,69.2,0
1/11/2024,8:15:00,heat,compressorHeatOff,hold,Home,70,70,70.9,42,37.8,0,0,0,0,,71,42,0,71.3,0,73.1,1,71.2,0,69.8,0,69,0
1/11/2024,8:20:00,heat,compressorHeatOff,hold,Home,70,70,71,42,37.8,0,0,0,0,,70.9,42,0,71.1,0,73.1,1,71.1,0,69.7,0,69,0
1/11/2024,8:25:00,heat,compressorHeatOff,hold,Home,70,70,71,42,37.8,0,0,0,0,,70.8,42,1,71,1,72.8,1,71,0,69.7,0,68.9,0
1/11/2024,8:30:00,heat,compressorHeatOff,hold,Home,70,70,71.1,43,37.8,0,0,0,0,,70.8,43,1,70.9,1,72.7,1,70.8,0,69.7,0,68.8,0
1/11/2024,8:35:00,heat,compressorHeatOff,hold,Home,70,70,71.3,44,37.8,0,0,0,0,,70.9,44,1,70.8,1,72.6,1,70.7,0,69.7,0,68.8,0
1/11/2024,8:40:00,heat,compressorHeatOff,hold,Home,70,70,71.3,44,37.8,0,0,0,0,,70.6,44,0,70.8,0,72.4,1,70.5,0,69.7,0,68.8,0
1/11/2024,8:45:00,heat,compressorHeatOff,hold,Home,70,70,71.2,43,37.8,0,0,0,0,,70.7,43,0,70.7,0,72.2,1,70.4,0,69.6,0,68.7,0
1/11/2024,8:50:00,heat,compressorHeatOff,hold,Home,70,70,71.2,42,37.8,0,0,0,0,,71,42,1,70.6,0,72.1,0,70.2,0,69.6,0,68.6,0
1/11/2024,8:55:00,heat,compressorHeatOff,hold,Home,70,70,71.2,42,37.8,0,0,0,0,,71.3,42,0,70.5,0,71.9,0,70.2,0,69.5,1,68.6,0
1/11/2024,9:00:00,heat,compressorHeatOff,hold,Home,70,70,71.1,42,40.7,0,0,0,0,,71.4,42,1,70.5,0,71.9,1,70.1,0,69.6,1,68.7,0
1/11/2024,9:05:00,heat,compressorHeatOff,hold,Home,70,70,71,42,40.7,0,0,0,0,,71.4,42,0,70.6,0,71.8,1,69.9,0,69.6,1,68.7,0
1/11/2024,9:10:00,heat,compressorHeatOff,hold,Home,70,70,70.9,42,40.7,0,0,0,0,,71.3,42,1,70.5,0,71.8,1,69.7,0,69.5,1,68.8,1
1/11/2024,9:15:00,heat,compressorHeatOff,hold,Home,70,70,70.8,43,40.7,0,0,0,0,,71.3,43,0,70.5,0,71.7,1,69.6,0,69.5,1,68.8,1
1/11/2024,9:20:00,heat,compressorHeatOff,hold,Home,70,70,70.7,42,40.7,0,0,0,0,,71.4,42,0,70.5,0,71.5,1,69.5,0,69.9,1,68.8,1
1/11/2024,9:25:00,heat,compressorHeatOff,hold,Home,70,70,70.7,42,40.7,0,0,0,0,,71.4,42,0,70.5,0,71.4,0,69.4,0,70.3,1,68.8,0
1/11/2024,9:30:00,heat,compressorHeatOff,hold,Home,70,70,70.5,42,40.7,0,0,0,0,,71.3,42,0,70.5,0,71.4,0,69.4,0,70.3,1,68.8,0
1/11/2024,9:35:00,heat,compressorHeatOff,hold,Home,70,70,70.4,42,40.7,0,0,0,0,,71.3,42,0,70.5,0,71.3,0,69.2,0,70.2,1,68.8,0
1/11/2024,9:40:00,heat,compressorHeatOff,hold,Home,70,70,70.3,42,40.7,0,0,0,0,,71.2,42,0,70.4,0,71.2,0,69.1,0,70.1,1,68.8,0
1/11/2024,9:45:00,heat,compressorHeatOff,hold,Home,70,70,70.2,42,40.7,0,0,0,0,,71.1,42,0,70.4,0,71.1,0,69,0,70,0,68.8,0
1/11/2024,9:50:00,heat,compressorHeatOff,hold,Home,70,70,70.1,42,40.7,0,0,0,0,,71.1,42,0,70.4,0,71.1,0,68.9,0,69.9,1,68.8,0
1/11/2024,9:55:00,heat,compressorHeatOff,hold,Home,70,70,70,43,40.7,0,0,0,0,,71.1,43,0,70.3,0,71,0,68.8,0,69.9,1,68.8,0
1/11/2024,10:00:00,heat,compressorHeatOff,hold,Home,70,70,70,44,44.4,0,0,0,0,,71.1,44,0,70.3,1,70.9,0,68.7,0,70,1,68.9,0
1/11/2024,10:05:00,heat,compressorHeatOff,hold,Home,70,70,70.1,44,44.4,0,0,0,0,,71.1,44,0,70.3,1,70.9,0,68.7,0,70.2,1,68.9,0
1/11/2024,10:10:00,heat,compressorHeatOff,hold,Home,70,70,70.1,45,44.4,0,0,0,0,,71.1,45,0,70.2,0,70.9,0,68.6,0,70.3,1,68.9,0
1/11/2024,10:15:00,heat,compressorHeatOff,hold,Home,70,70,70.1,45,44.4,0,0,0,0,,71.1,45,0,70.2,0,70.9,0,68.5,0,70.4,1,68.9,0
1/11/2024,10:20:00,heat,compressorHeatOff,hold,Home,70,70,70.2,44,44.4,0,0,0,0,,71,44,0,70.2,0,70.8,0,68.5,0,70.3,1,68.9,0
1/11/2024,10:25:00,heat,compressorHeatOff,hold,Home,70,70,70.3,41,44.4,0,0,0,0,,71.6,41,1,70.2,0,70.8,0,68.4,0,70.5,1,68.9,0
1/11/2024,10:30:00,heat,compressorHeatOff,hold,Home,70,70,70.4,41,44.4,0,0,0,0,,71.1,41,0,70.2,0,70.8,0,68.3,0,70.6,1,68.9,0
1/11/2024,10:35:00,heat,compressorHeatOff,hold,Home,70,70,70.2,41,44.4,0,0,0,0,,70.4,41,0,70,0,70.7,0,68.2,0,70.3,1,68.7,0
1/11/2024,10:40:00,heat,compressorHeatOff,hold,Home,70,70,70.1,40,44.4,0,0,0,0,,70.6,40,0,69.8,1,70.5,0,68.2,0,70.2,1,68.5,0
