#,Thermostat,identifier,5.31611E+11,,,,,,,,,,,,,,,,,,,,
#,Thermostat,name,1575 apt C,,,,,,,,,,,,,,,,,,,,
#,Start,date,1/1/2024,,,,,,,,,,,,,,,,,,,,
#,End,date,2/1/2024,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Thermostat AirQualityAccuracy,Thermostat AirQuality,Thermostat VOCppm,Thermostat CO2ppm,Thermostat AirPressure
1/1/2024,0:00:00,heat,compressorHeatStage1On,hold,Home,69.8,69.8,69.3,74,50.3,0,0,270,300,-1,68.3,74,1,4,274,21964,2751,101160
1/1/2024,0:05:00,heat,compressorHeatOff,hold,Home,68,68,69.4,74,50.3,0,0,0,0,-1,68.4,74,1,4,272,21170,2727,101158
1/1/2024,0:10:00,heat,compressorHeatOff,hold,Home,68,68,69.4,73,50.3,0,0,0,0,-0.7,68.7,73,0,4,271,21036,2723,101160
1/1/2024,0:15:00,heat,compressorHeatOff,hold,Home,68,68,69.6,72,50.3,0,0,0,0,-0.7,68.9,72,0,4,279,23736,2799,101157
1/1/2024,0:20:00,heat,compressorHeatOff,hold,Home,68,68,69.7,72,50.3,0,0,0,0,-0.6,69,72,1,4,295,29978,2957,101154
1/1/2024,0:25:00,heat,compressorHeatOff,hold,Home,68,68,69.6,72,50.3,0,0,0,0,-0.5,69,72,0,4,300,32529,3011,101147
1/1/2024,0:30:00,heat,compressorHeatOff,hold,Home,68,68,69.6,72,50.3,0,0,0,0,-0.5,69,72,0,4,296,30690,2972,101144
1/1/2024,0:35:00,heat,compressorHeatOff,hold,Home,68,68,69.8,73,50.3,0,0,0,0,-0.8,69,73,0,4,294,29329,2942,101139
1/1/2024,0:40:00,heat,compressorHeatOff,hold,Home,68,68,69.7,73,50.3,0,0,0,0,-0.8,68.9,73,0,4,290,27964,2911,101137
1/1/2024,0:45:00,heat,compressorHeatOff,hold,Home,68,68,69.5,72,50.3,0,0,0,0,-0.5,69,72,0,4,288,26941,2886,101137
1/1/2024,0:50:00,heat,compressorHeatOff,hold,Home,68,68,69.5,72,50.3,0,0,0,0,-0.5,69,72,0,4,286,26275,2870,101135
1/1/2024,0:55:00,heat,compressorHeatOff,hold,Home,68,68,69.5,72,50.3,0,0,0,0,-0.5,68.9,72,0,4,285,25737,2856,101132
1/1/2024,1:00:00,heat,compressorHeatOff,hold,Home,68,68,69.4,72,48.7,0,0,0,0,-0.6,68.8,72,0,4,283,24914,2835,101132
1/1/2024,1:05:00,heat,compressorHeatOff,hold,Home,68,68,69.4,72,48.7,0,0,0,0,-0.6,68.8,72,0,4,281,24508,2824,101132
1/1/2024,1:10:00,heat,compressorHeatOff,hold,Home,68,68,69.4,72,48.7,0,0,0,0,-0.6,68.8,72,0,4,280,24109,2813,101128
1/1/2024,1:15:00,heat,compressorHeatOff,hold,Home,68,68,69.4,72,48.7,0,0,0,0,-0.6,68.8,72,0,4,279,23655,2800,101132
1/1/2024,1:20:00,heat,compressorHeatOff,hold,Home,68,68,69.3,72,48.7,0,0,0,0,-0.6,68.7,72,1,4,279,23749,2803,101145
1/1/2024,1:25:00,heat,compressorHeatOff,hold,Home,68,68,69.2,72,48.7,0,0,0,0,-0.5,68.6,72,0,4,280,24062,2812,101152
1/1/2024,1:30:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48.7,0,0,0,0,-0.5,68.5,72,0,4,279,23721,2802,101154
1/1/2024,1:35:00,heat,compressorHeatOff,hold,Home,68,68,69.2,72,48.7,0,0,0,0,-0.7,68.4,72,0,4,279,23564,2798,101160
1/1/2024,1:40:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48.7,0,0,0,0,-0.6,68.4,72,0,4,278,23201,2787,101164
1/1/2024,1:45:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48.7,0,0,0,0,-0.7,68.4,72,0,4,277,22956,2780,101158
1/1/2024,1:50:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48.7,0,0,0,0,-0.7,68.4,72,0,4,277,23015,2782,101153
1/1/2024,1:55:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48.7,0,0,0,0,-0.7,68.4,72,0,4,277,22975,2781,101158
1/1/2024,2:00:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48,0,0,0,0,-0.7,68.4,72,0,4,275,22327,2762,101169
1/1/2024,2:05:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48,0,0,0,0,-0.6,68.5,72,0,4,275,22413,2764,101175
1/1/2024,2:10:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48,0,0,0,0,-0.6,68.5,72,0,4,286,26164,2867,101177
1/1/2024,2:15:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48,0,0,0,0,-0.6,68.5,72,0,4,301,33073,3020,101182
1/1/2024,2:20:00,heat,compressorHeatOff,hold,Home,68,68,69.1,72,48,0,0,0,0,-0.6,68.4,72,0,4,308,36925,3093,101185
1/1/2024,2:25:00,heat,compressorHeatOff,hold,Home,68,68,69.1,71,48,0,0,0,0,-0.6,68.5,71,0,4,330,51045,3309,101192
1/1/2024,2:30:00,heat,compressorHeatOff,hold,Home,68,68,68.7,70,47.4,0,0,0,0,-0.2,68.4,70,0,4,342,61678,3432,101202
1/1/2024,2:35:00,heat,compressorHeatOff,hold,Home,68,68,68.6,70,47.4,0,0,0,0,-0.2,68.3,70,0,4,343,61901,3437,101201
1/1/2024,2:40:00,heat,compressorHeatOff,hold,Home,68,68,68.5,70,47.4,0,0,0,0,-0.2,68.3,70,0,4,335,55318,3361,101197
1/1/2024,2:45:00,heat,compressorHeatOff,hold,Home,68,68,68.5,70,47.4,0,0,0,0,-0.2,68.3,70,0,4,322,45417,3231,101198
1/1/2024,2:50:00,heat,compressorHeatOff,hold,Home,68,68,68.4,70,47.4,0,0,0,0,-0.1,68.2,70,0,4,317,41903,3179,101196
1/1/2024,2:55:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,47.4,0,0,0,0,-0.1,68.2,70,0,4,330,51581,3314,101194
1/1/2024,3:00:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.2,68.1,70,0,4,333,53167,3336,101195
1/1/2024,3:05:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.1,68.2,70,0,4,325,47142,3256,101190
1/1/2024,3:10:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.1,68.1,70,0,4,315,40740,3159,101184
1/1/2024,3:15:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,308,36482,3087,101188
1/1/2024,3:20:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,304,34393,3048,101196
1/1/2024,3:25:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,299,31700,2994,101197
1/1/2024,3:30:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,293,29267,2941,101190
1/1/2024,3:35:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,289,27497,2900,101190
1/1/2024,3:40:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,286,26345,2871,101191
1/1/2024,3:45:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,285,25749,2856,101188
1/1/2024,3:50:00,heat,compressorHeatOff,hold,Home,68,68,68.3,70,46.8,0,0,0,0,-0.3,68,70,0,4,284,25274,2844,101182
1/1/2024,3:55:00,heat,compressorHeatOff,hold,Home,68,68,68.2,70,46.8,0,0,0,0,-0.3,67.9,70,0,4,281,24207,2816,101179
1/1/2024,4:00:00,heat,compressorHeatOff,hold,Home,68,68,68.1,70,44.9,0,0,0,0,-0.3,67.8,70,0,4,277,22922,2779,101178
1/1/2024,4:05:00,heat,compressorHeatOff,hold,Home,68,68,68.1,70,44.9,0,0,0,0,-0.3,67.8,70,0,4,275,22074,2755,101181
1/1/2024,4:10:00,heat,compressorHeatOff,hold,Home,68,68,68.1,70,44.9,0,0,0,0,-0.3,67.8,70,0,4,272,21287,2730,101178
1/1/2024,4:15:00,heat,compressorHeatOff,hold,Home,68,68,68,70,44.9,0,0,0,0,-0.3,67.7,70,0,4,270,20561,2708,101170
1/1/2024,4:20:00,heat,compressorHeatOff,hold,Home,68,68,68,70,44.9,0,0,0,0,-0.3,67.7,70,0,4,266,19362,2668,101166
1/1/2024,4:25:00,heat,compressorHeatOff,hold,Home,68,68,68,71,44.9,0,0,0,0,-0.3,67.6,71,0,4,262,18348,2632,101169
1/1/2024,4:30:00,heat,compressorHeatOff,hold,Home,68,68,67.9,71,44.9,0,0,0,0,-0.3,67.5,71,0,4,259,17351,2595,101174
1/1/2024,4:35:00,heat,compressorHeatOff,hold,Home,68,68,67.8,71,44.9,0,0,0,0,-0.4,67.4,71,0,4,257,16828,2575,101181
1/1/2024,4:40:00,heat,compressorHeatOff,hold,Home,68,68,67.8,71,44.9,0,0,0,0,-0.4,67.4,71,0,4,255,16339,2556,101182
1/1/2024,4:45:00,heat,compressorHeatOff,hold,Home,68,68,67.8,71,44.9,0,0,0,0,-0.4,67.4,71,0,4,253,15881,2537,101191
1/1/2024,4:50:00,heat,compressorHeatOff,hold,Home,68,68,67.8,71,44.9,0,0,0,0,-0.4,67.4,71,0,4,254,16074,2545,101198
1/1/2024,4:55:00,heat,compressorHeatOff,hold,Home,68,68,67.8,71,44.9,0,0,0,0,-0.4,67.4,71,0,4,254,16137,2547,101214
1/1/2024,5:00:00,heat,compressorHeatOff,hold,Home,68,68,67.8,71,46.5,0,0,0,0,-0.4,67.4,71,0,4,252,15714,2530,101231
1/1/2024,5:05:00,heat,compressorHeatOff,hold,Home,68,68,67.8,70,46.5,0,0,0,0,-0.3,67.5,70,0,4,250,15196,2508,101232
1/1/2024,5:10:00,heat,compressorHeatOff,hold,Home,68,68,67.8,70,46.5,0,0,0,0,-0.3,67.5,70,1,4,249,15005,2499,101235
1/1/2024,5:15:00,heat,compressorHeatOff,hold,Home,68,68,67.5,71,46.5,0,0,105,105,-0.3,67.2,71,1,4,250,15229,2509,101240
1/1/2024,5:20:00,heat,compressorHeatStage1On,hold,Home,68,68,67.7,74,46.5,0,0,210,255,-0.8,66.9,74,0,4,245,14070,2456,101245
1/1/2024,5:25:00,heat,compressorHeatOff,hold,Home,68,68,67.7,75,46.5,0,0,0,0,-1,66.7,75,0,4,236,12293,2367,101252
1/1/2024,5:30:00,heat,compressorHeatOff,hold,Home,68,68,67.7,75,46.5,0,0,0,0,-0.8,66.8,75,0,4,232,11617,2330,101258
1/1/2024,5:35:00,heat,compressorHeatOff,hold,Home,68,68,67.8,74,46.5,0,0,0,0,-0.7,67,74,0,4,228,10953,2291,101264
1/1/2024,5:40:00,heat,compressorHeatOff,hold,Home,68,68,68,74,46.5,0,0,0,0,-0.8,67.2,74,0,4,225,10428,2259,101269
1/1/2024,5:45:00,heat,compressorHeatOff,hold,Home,68,68,68.1,74,46.5,0,0,0,0,-0.7,67.3,74,0,4,220,9726,2212,101270
1/1/2024,5:50:00,heat,compressorHeatOff,hold,Home,68,68,68.1,74,46.5,0,0,0,0,-0.7,67.4,74,0,4,217,9262,2180,101271
1/1/2024,5:55:00,heat,compressorHeatOff,hold,Home,68,68,68.4,74,46.5,0,0,0,0,-0.9,67.5,74,0,4,218,9450,2193,101275
1/1/2024,6:00:00,heat,compressorHeatOff,hold,Home,68,68,68.5,74,46.1,0,0,0,0,-0.9,67.6,74,0,4,226,10558,2267,101271
1/1/2024,6:05:00,heat,compressorHeatOff,hold,Home,68,68,68.6,74,46.1,0,0,0,0,-0.9,67.7,74,1,4,224,10206,2244,101266
1/1/2024,6:10:00,heat,compressorHeatOff,hold,Home,68,68,68.8,75,46.1,0,0,0,0,-1.1,67.7,75,0,4,216,9113,2169,101265
1/1/2024,6:15:00,heat,compressorHeatOff,hold,Home,68,68,68.8,75,46.1,0,0,0,0,-1.1,67.7,75,0,4,214,8847,2149,101273
1/1/2024,6:20:00,heat,compressorHeatOff,hold,Home,68,68,68.7,75,46.1,0,0,0,0,-1.1,67.6,75,1,4,196,6769,1969,101281
1/1/2024,6:25:00,heat,compressorHeatOff,hold,Home,68,68,68.5,76,46.1,0,0,0,0,-1.2,67.3,76,0,4,176,4991,1769,101290
1/1/2024,6:30:00,heat,compressorHeatOff,hold,Home,68,68,68.4,76,47.6,0,0,0,0,-1.2,67.2,76,0,4,161,3990,1622,101293
1/1/2024,6:35:00,heat,compressorHeatOff,hold,Home,68,68,68.1,75,47.6,0,0,0,0,-1,67,75,0,4,148,3268,1490,101294
1/1/2024,6:40:00,heat,compressorHeatOff,hold,Home,68,68,67.6,74,47.6,0,0,0,0,-0.7,66.8,74,1,4,133,2605,1340,101301
1/1/2024,6:45:00,heat,compressorHeatOff,hold,Home,68,68,67.6,74,47.6,0,0,0,0,-0.8,66.7,74,1,4,122,2194,1227,101309
1/1/2024,6:50:00,heat,compressorHeatOff,hold,Home,68,68,67.6,75,47.6,0,0,195,195,-1,66.5,75,1,4,112,1880,1125,101320
1/1/2024,6:55:00,heat,compressorHeatStage1On,hold,Home,68,68,67.4,76,47.6,0,0,300,300,-1.2,66.2,76,1,4,106,1714,1064,101322
1/1/2024,7:00:00,heat,compressorHeatStage1On,hold,Home,68,68,67.5,76,47.7,0,0,300,300,-1.1,66.3,76,1,4,98,1530,989,101325
1/1/2024,7:05:00,heat,compressorHeatStage1On,hold,Home,68,68,67.6,75,47.7,0,0,300,300,-0.9,66.6,75,0,4,95,1461,959,101330
1/1/2024,7:10:00,heat,compressorHeatStage1On,hold,Home,68,68,67.7,74,47.7,0,0,150,195,-0.7,67,74,0,4,94,1428,944,101339
1/1/2024,7:15:00,heat,compressorHeatOff,hold,Home,68,68,68.1,75,47.7,0,0,0,0,-1,67,75,1,4,91,1380,921,101344
1/1/2024,7:20:00,heat,compressorHeatOff,hold,Home,68,68,68.5,77,47.7,0,0,0,0,-1.3,67.1,77,0,4,83,1221,840,101345
1/1/2024,7:25:00,heat,compressorHeatOff,hold,Home,68,68,68.7,77,47.7,0,0,0,0,-1.3,67.3,77,1,4,82,1200,828,101344
1/1/2024,7:30:00,heat,compressorHeatOff,hold,Home,68,68,68.8,77,47.7,0,0,0,0,-1.4,67.3,77,1,4,77,1116,780,101350
1/1/2024,7:35:00,heat,compressorHeatOff,hold,Home,68,68,68.4,77,47.7,0,0,0,0,-1.2,67.1,77,1,4,72,1039,733,101356
1/1/2024,7:40:00,heat,compressorHeatOff,hold,Home,68,68,68.4,77,47.7,0,0,0,0,-1.2,67.2,77,0,4,68,972,689,101362
1/1/2024,7:45:00,heat,compressorHeatOff,hold,Home,68,68,68.4,76,47.7,0,0,0,0,-1.2,67.2,76,1,4,63,901,655,101367
1/1/2024,7:50:00,heat,compressorHeatOff,hold,Home,68,68,68.6,77,47.7,0,0,0,0,-1.4,67.1,77,1,4,59,841,637,101378
1/1/2024,7:55:00,heat,compressorHeatOff,hold,Home,68,68,68.4,76,47.7,0,0,0,0,-1.1,67.2,76,1,4,57,826,632,101394
1/1/2024,8:00:00,heat,compressorHeatOff,hold,Home,68,68,68.3,76,48.7,0,0,0,0,-1.1,67.1,76,1,4,56,809,627,101408
1/1/2024,8:05:00,heat,compressorHeatOff,hold,Home,68,68,68.2,76,48.7,0,0,0,0,-1.2,67,76,1,4,55,792,621,101418
1/1/2024,8:10:00,heat,compressorHeatOff,hold,Home,68,68,68.1,77,48.7,0,0,0,0,-1.1,66.9,77,0,4,55,794,622,101429
1/1/2024,8:15:00,heat,compressorHeatOff,hold,Home,68,68,68.6,77,48.7,0,0,0,0,-1.4,67.2,77,0,4,54,790,620,101439
1/1/2024,8:20:00,heat,compressorHeatOff,hold,Home,68,68,69.3,79,48.7,0,0,0,0,-1.7,67.6,79,0,4,56,807,626,101447
1/1/2024,8:25:00,heat,compressorHeatOff,hold,Home,68,68,69.8,81,48.7,0,0,0,0,-1.9,67.8,81,1,4,63,906,658,101451
1/1/2024,8:30:00,heat,compressorHeatOff,hold,Home,68,68,69.9,81,48.7,0,0,0,0,-2,67.9,81,1,4,71,1010,715,101458
1/1/2024,8:35:00,heat,compressorHeatOff,hold,Home,68,68,69.9,80,48.7,0,0,0,0,-1.8,68,80,1,4,99,1587,994,101465
1/1/2024,8:40:00,heat,compressorHeatOff,hold,Home,68,68,69.9,80,48.7,0,0,0,0,-1.8,68.1,80,1,4,110,1830,1107,101478
1/1/2024,8:45:00,heat,compressorHeatOff,hold,Home,68,68,69.9,80,48.7,0,0,0,0,-1.8,68.1,80,1,4,108,1787,1092,101480
1/1/2024,8:50:00,heat,compressorHeatOff,hold,Home,68,68,69.9,81,48.7,0,0,0,0,-1.9,68,81,1,4,108,1771,1086,101487
1/1/2024,8:55:00,heat,compressorHeatOff,hold,Home,68,68,69.9,80,48.7,0,0,0,0,-1.8,68,80,1,4,104,1666,1046,101496
1/1/2024,9:00:00,off,compressorHeatOff,hold,Home,68,68,70.2,82,49.3,0,0,0,0,-2,68.1,82,1,4,100,1578,1010,101499
1/1/2024,9:05:00,off,compressorHeatOff,hold,Home,68,68,70.5,83,49.3,0,0,0,0,-2.2,68.3,83,1,4,96,1488,971,101497
1/1/2024,9:10:00,off,compressorHeatOff,hold,Home,68,68,70.6,82,49.3,0,0,0,0,-2.1,68.4,82,1,4,95,1452,954,101496
1/1/2024,9:15:00,off,heatOff,hold,Home,68,68,70.4,83,49.3,0,0,0,0,-2.2,68.2,83,1,4,97,1500,976,101497
1/1/2024,9:20:00,off,heatOff,hold,Home,68,68,70.1,81,49.3,0,0,0,0,-1.9,68.1,81,1,4,101,1612,1024,101498
1/1/2024,9:25:00,off,heatOff,hold,Home,68,68,70,79,49.3,0,0,0,0,-1.6,68.3,79,0,4,101,1606,1021,101505
1/1/2024,9:30:00,off,heatOff,hold,Home,68,68,70,79,50.5,0,0,0,0,-1.6,68.4,79,0,4,101,1608,1022,101514
1/1/2024,9:35:00,off,heatOff,hold,Home,68,68,70,79,50.5,0,0,0,0,-1.7,68.3,79,0,4,96,1489,971,101524
1/1/2024,9:40:00,off,heatOff,hold,Home,68,68,69.9,78,50.5,0,0,0,0,-1.6,68.3,78,0,4,92,1400,930,101534
1/1/2024,9:45:00,off,heatOff,hold,Home,68,68,69.8,78,50.5,0,0,0,0,-1.4,68.3,78,0,4,88,1316,890,101542
1/1/2024,9:50:00,off,heatOff,hold,Home,68,68,69.7,77,50.5,0,0,0,0,-1.3,68.3,77,0,4,84,1239,850,101545
1/1/2024,9:55:00,off,heatOff,hold,Home,68,68,69.5,76,50.5,0,0,0,0,-1.2,68.3,76,0,4,81,1176,815,101545
1/1/2024,10:00:00,off,heatOff,hold,Home,68,68,69.5,75,51,0,0,0,0,-1.1,68.3,75,0,4,76,1097,769,101543
1/1/2024,10:05:00,off,heatOff,hold,Home,68,68,69.3,74,51,0,0,0,0,-0.9,68.3,74,0,4,72,1034,730,101543
1/1/2024,10:10:00,off,heatOff,hold,Home,68,68,69.3,75,51,0,0,0,0,-1,68.2,75,0,4,70,1004,711,101547
1/1/2024,10:15:00,off,heatOff,hold,Home,68,68,69,74,51,0,0,0,0,-0.8,68.1,74,0,4,66,939,671,101552
1/1/2024,10:20:00,off,heatOff,hold,Home,68,68,68.9,73,51,0,0,0,0,-0.8,68.1,73,0,4,61,872,646,101549
1/1/2024,10:25:00,off,heatOff,hold,Home,68,68,68.8,73,51,0,0,0,0,-0.8,68,73,0,4,57,821,631,101545
1/1/2024,10:30:00,off,heatOff,hold,Home,68,68,68.4,71,51,0,0,0,0,-0.5,67.9,71,0,4,53,781,617,101544
1/1/2024,10:35:00,off,heatOff,hold,Home,68,68,68.5,72,51,0,0,0,0,-0.6,67.9,72,0,4,52,764,612,101542
1/1/2024,10:40:00,off,heatOff,hold,Home,68,68,68.5,73,51,0,0,0,0,-0.6,67.8,73,0,4,51,748,606,101538
1/1/2024,10:45:00,off,heatOff,hold,Home,68,68,68.5,73,51,0,0,0,0,-0.7,67.8,73,0,4,49,730,599,101539
1/1/2024,10:50:00,off,heatOff,hold,Home,68,68,68.5,73,51,0,0,0,0,-0.7,67.7,73,0,4,47,712,593,101538
1/1/2024,10:55:00,off,heatOff,hold,Home,68,68,68.2,71,51,0,0,0,0,-0.4,67.7,71,0,4,43,666,575,101529
1/1/2024,11:00:00,off,heatOff,hold,Home,68,68,67.9,70,52.7,0,0,0,0,-0.2,67.7,70,0,4,38,620,556,101518
1/1/2024,11:05:00,off,heatOff,hold,Home,68,68,67.9,69,52.7,0,0,0,0,-0.2,67.7,69,0,4,35,593,544,101511
1/1/2024,11:10:00,off,heatOff,hold,Home,68,68,67.8,69,52.7,0,0,0,0,-0.1,67.7,69,0,4,33,575,536,101501
1/1/2024,11:15:00,off,heatOff,hold,Home,68,68,67.8,69,52.7,0,0,0,0,-0.1,67.7,69,0,4,31,554,527,101492
1/1/2024,11:20:00,off,heatOff,hold,Home,68,68,68,70,52.7,0,0,0,0,-0.3,67.6,70,0,4,31,553,526,101482
1/1/2024,11:25:00,off,heatOff,hold,Home,68,68,68,71,52.7,0,0,0,0,-0.5,67.5,71,1,4,32,560,529,101473
1/1/2024,11:30:00,off,heatOff,hold,Home,68,68,67.9,71,52.7,0,0,0,0,-0.4,67.4,71,1,4,32,562,530,101473
1/1/2024,11:35:00,off,heatOff,hold,Home,68,68,67.8,71,52.7,0,0,0,0,-0.4,67.4,71,1,4,38,618,556,101462
1/1/2024,11:40:00,off,heatOff,hold,Home,68,68,67.8,71,52.7,0,0,0,0,-0.3,67.4,71,1,4,35,591,544,101452
1/1/2024,11:45:00,off,heatOff,hold,Home,68,68,67.9,71,52.7,0,0,0,0,-0.3,67.5,71,0,4,36,594,545,101442
1/1/2024,11:50:00,off,heatOff,hold,Home,68,68,68.1,72,52.7,0,0,0,0,-0.5,67.6,72,0,4,35,594,545,101428
1/1/2024,11:55:00,off,heatOff,hold,Home,68,68,68.1,71,52.7,0,0,0,0,-0.5,67.6,71,0,4,36,602,548,101416
1/1/2024,12:00:00,off,heatOff,hold,Home,68,68,68,71,54.5,0,0,0,0,-0.4,67.6,71,0,4,38,614,554,101411
1/1/2024,12:05:00,off,heatOff,hold,Home,68,68,68.1,71,54.5,0,0,0,0,-0.4,67.7,71,0,4,39,627,559,101403
1/1/2024,12:10:00,off,heatOff,hold,Home,68,68,68.1,71,54.5,0,0,0,0,-0.3,67.7,71,0,4,41,648,568,101394
1/1/2024,12:15:00,off,heatOff,hold,Home,68,68,68.3,71,54.5,0,0,0,0,-0.4,67.8,71,1,4,44,675,579,101393
1/1/2024,12:20:00,off,heatOff,hold,Home,68,68,68.2,71,54.5,0,0,0,0,-0.4,67.8,71,1,4,45,689,584,101392
1/1/2024,12:25:00,off,heatOff,hold,Home,68,68,68.2,71,54.5,0,0,0,0,-0.4,67.8,71,1,4,47,710,592,101382
1/1/2024,12:30:00,off,heatOff,hold,Home,68,68,67.8,70,54.8,0,0,0,0,-0.2,67.5,70,1,4,47,704,590,101376
1/1/2024,12:35:00,off,heatOff,hold,Home,68,68,67.4,69,54.8,0,0,0,0,-0.1,67.2,69,1,4,43,670,577,101373
1/1/2024,12:40:00,off,heatOff,hold,Home,68,68,67.3,70,54.8,0,0,0,0,-0.3,67,70,1,4,41,647,568,101370
1/1/2024,12:45:00,off,heatOff,hold,Home,68,68,67.3,70,54.8,0,0,0,0,-0.3,66.9,70,1,4,41,649,568,101362
1/1/2024,12:50:00,off,heatOff,hold,Home,68,68,67.3,71,54.8,0,0,0,0,-0.3,66.9,71,1,4,43,661,573,101363
1/1/2024,12:55:00,off,heatOff,hold,Home,68,68,67.2,69,54.8,0,0,0,0,-0.2,66.9,69,1,4,62,894,654,101359
1/1/2024,13:00:00,off,heatOff,hold,Home,68,68,67.3,70,55.4,0,0,0,0,-0.3,67,70,1,4,70,999,707,101352
1/1/2024,13:05:00,off,heatOff,hold,Home,68,68,67.2,69,55.4,0,0,0,0,-0.2,67,69,1,4,82,1200,827,101345
1/1/2024,13:10:00,off,heatOff,hold,Home,68,68,67,68,55.4,0,0,0,0,,67,68,1,4,104,1682,1048,101343
1/1/2024,13:15:00,off,heatOff,hold,Home,68,68,67.1,69,55.4,0,0,0,0,-0.1,66.9,69,1,4,104,1662,1044,101342
1/1/2024,13:20:00,off,heatOff,hold,Home,68,68,67,69,55.4,0,0,0,0,-0.2,66.8,69,1,4,100,1580,1010,101335
1/1/2024,13:25:00,off,heatOff,hold,Home,68,68,66.6,67,55.4,0,0,0,0,,66.7,67,1,4,90,1345,903,101331
1/1/2024,13:30:00,off,heatOff,hold,Home,68,68,66.7,67,55.4,0,0,0,0,,66.7,67,1,4,77,1108,775,101330
1/1/2024,13:35:00,off,heatOff,hold,Home,68,68,66.8,68,55.4,0,0,0,0,,66.8,68,0,4,69,981,696,101336
1/1/2024,13:40:00,off,heatOff,hold,Home,68,68,66.8,67,55.4,0,0,0,0,,66.8,67,1,4,63,897,654,101337
1/1/2024,13:45:00,off,heatOff,hold,Home,68,68,66.7,67,55.4,0,0,0,0,0.1,66.8,67,1,4,59,844,638,101335
1/1/2024,13:50:00,off,heatOff,hold,Home,68,68,66.8,67,55.4,0,0,0,0,,66.8,67,1,4,54,787,619,101337
1/1/2024,13:55:00,off,heatOff,hold,Home,68,68,66.8,68,55.4,0,0,0,0,,66.8,68,1,4,54,789,620,101338
1/1/2024,14:00:00,off,heatOff,hold,Home,68,68,66.8,67,55.7,0,0,0,0,0.1,67,67,1,4,52,762,611,101342
1/1/2024,14:05:00,off,heatOff,hold,Home,68,68,66.8,67,55.7,0,0,0,0,0.1,66.9,67,1,4,47,711,592,101338
1/1/2024,14:10:00,off,heatOff,hold,Home,68,68,66.9,68,55.7,0,0,0,0,,66.9,68,0,4,41,648,568,101339
1/1/2024,14:15:00,off,heatOff,hold,Home,68,68,66.8,67,55.7,0,0,0,0,0.2,67,67,1,4,36,602,548,101344
1/1/2024,14:20:00,off,heatOff,hold,Home,68,68,67,67,55.7,0,0,0,0,,67,67,1,4,32,561,530,101346
1/1/2024,14:25:00,off,heatOff,hold,Home,68,68,67.1,67,55.7,0,0,0,0,,67.1,67,1,4,28,527,514,101347
1/1/2024,14:30:00,off,heatOff,hold,Home,68,68,67.1,68,55.7,0,0,0,0,,67.1,68,0,3,25,510,505,101344
1/1/2024,14:35:00,off,heatOff,hold,Home,68,68,67.2,67,55.7,0,0,0,0,,67.3,67,0,3,25,506,503,101340
1/1/2024,14:40:00,off,heatOff,hold,Home,68,68,67.3,67,55.7,0,0,0,0,0.2,67.5,67,0,3,25,506,502,101339
1/1/2024,14:45:00,off,heatOff,hold,Home,68,68,67.2,65,55.7,0,0,0,0,0.4,67.7,65,0,3,25,506,503,101344
1/1/2024,14:50:00,off,heatOff,hold,Home,68,68,67.2,65,55.7,0,0,0,0,0.4,67.7,65,1,3,25,506,503,101349
1/1/2024,14:55:00,off,heatOff,hold,Home,68,68,66.9,65,55.7,0,0,0,0,0.4,67.4,65,1,4,26,513,506,101356
